id,rc_key,date,shift,sampleno,part,model,ref,id_ukur,parameter,deviation,category,description,corrective_action,status,inputted_by,inputted_role,pic,inputted_at,updated_at
05625a7d,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0112,-,-0.316,Operator,Setup belum sesuai SOP yang berlaku,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,operator_2,Produksi,Wahyu,2026-04-07 12:58:24,2026-04-07 14:47:24
0ed128f7,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0116,-,-0.158,Material,Dimensi raw material melebihi toleransi,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_1,Produksi,Rini,2026-04-07 10:57:24,2026-04-07 12:57:24
7b87a77e,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0116,-,-0.291,Mesin / Machine,Spindle wear terdeteksi pada sumbu X,,Investigated,produksi_b,Produksi,Budi,2026-04-07 12:53:24,2026-04-07 15:06:24
443350d0,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0123,-,-0.114,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,operator_2,Produksi,,2026-04-07 11:43:24,2026-04-07 12:17:24
4dd5dde6,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0123,-,0.189,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,Preventive maintenance dijadwalkan,Resolved,operator_3,Produksi,Wahyu,2026-04-07 13:39:24,2026-04-07 16:15:24
524a75c4,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0124,-,0.307,Tooling,Holder tool longgar saat proses machining,"Part di-rework, re-measurement setelah proses",Investigated,operator_2,Produksi,Dani,2026-04-07 12:28:24,2026-04-07 14:58:24
5967dc60,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0128,-,-0.3,Operator,Setup belum sesuai SOP yang berlaku,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Open,produksi_a,Produksi,Wahyu,2026-04-07 13:32:24,2026-04-07 16:16:24
8e4f0157,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0132,-,0.207,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,Fixture di-check dan di-realign ke posisi nominal,Open,produksi_a,Produksi,Budi,2026-04-07 12:25:24,2026-04-07 12:46:24
2ef99703,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0132,-,-0.2,Lainnya,Kemungkinan kombinasi beberapa faktor,,Investigated,produksi_a,Produksi,Rini,2026-04-07 13:36:24,2026-04-07 15:30:24
3d971142,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0147,-,-0.125,Operator,Operator baru belum familiar dengan prosedur,"Part di-rework, re-measurement setelah proses",Investigated,produksi_a,Produksi,Rini,2026-04-07 12:23:24,2026-04-07 13:46:24
243834fc,07 Apr 2026|1|4RR|CRCS R|K60|D074|POSISI X,07 Apr 2026,1,4RR,CRCS R,K60,D074,N0151,POSISI X,0.12,Mesin / Machine,Kalibrasi probe terlambat dilakukan,"Part di-rework, re-measurement setelah proses",Investigated,produksi_a,Produksi,Wahyu,2026-04-07 10:38:24,2026-04-07 13:33:24
32b3ff7a,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0155,-,-0.116,Operator,Operator baru belum familiar dengan prosedur,Fixture di-check dan di-realign ke posisi nominal,Resolved,produksi_b,Produksi,Hendra,2026-04-07 13:38:24,2026-04-07 16:32:24
6f095205,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0159,-,-0.179,Material,Dimensi raw material melebihi toleransi,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_2,Produksi,Rini,2026-04-07 13:16:24,2026-04-07 15:07:24
ab08ff29,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0163,-,-0.252,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,operator_3,Produksi,Rini,2026-04-07 13:47:24,2026-04-07 13:51:24
af8c8011,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0163,-,0.179,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_a,Produksi,Sari,2026-04-07 12:00:24,2026-04-07 13:19:24
c338ae8a,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0167,-,-0.297,Lainnya,Kemungkinan kombinasi beberapa faktor,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,operator_1,Produksi,Andi,2026-04-07 13:56:24,2026-04-07 16:19:24
be16ab05,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0167,-,-0.128,Operator,Tidak melakukan verifikasi awal sebelum produksi,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_1,Produksi,Andi,2026-04-07 11:15:24,2026-04-07 12:39:24
cd361aca,07 Apr 2026|1|4RR|CRCS R|K60|D091|POSISI X,07 Apr 2026,1,4RR,CRCS R,K60,D091,N0171,POSISI X,-0.206,Material,Burr pada permukaan part mempengaruhi pengukuran,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,produksi_b,Produksi,Rini,2026-04-07 10:47:24,2026-04-07 13:41:24
23de5049,07 Apr 2026|1|4RR|CRCS R|K60|D021|POSISI Y,07 Apr 2026,1,4RR,CRCS R,K60,D021,N0179,POSISI Y,0.074,Lainnya,Faktor eksternal — sedang diinvestigasi,"Part di-rework, re-measurement setelah proses",Resolved,operator_1,Produksi,Dani,2026-04-07 13:43:24,2026-04-07 14:27:24
ffbf1558,07 Apr 2026|1|4RR|CRCS R|K60|D070|POSISI X dari D074,07 Apr 2026,1,4RR,CRCS R,K60,D070,N0225,POSISI X dari D074,-0.131,Program CMM,Probe approach speed terlalu cepat,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,operator_2,Produksi,Dani,2026-04-07 12:18:24,2026-04-07 13:21:24
994e2021,07 Apr 2026|1|4RR|CRCS R|K60|D071|POSISI Y dari D074,07 Apr 2026,1,4RR,CRCS R,K60,D071,N0226,POSISI Y dari D074,-0.163,Program CMM,Path program menyebabkan probe collision minor,,Investigated,operator_3,Produksi,Wahyu,2026-04-07 12:56:24,2026-04-07 13:09:24
044ecf12,07 Apr 2026|1|4RR|CRCS R|K60|D080|POSISI Y,07 Apr 2026,1,4RR,CRCS R,K60,D080,N0248,POSISI Y,0.126,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,produksi_a,Produksi,Andi,2026-04-07 10:37:24,2026-04-07 10:58:24
f1454c62,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0305,-,0.582,Lainnya,Faktor eksternal — sedang diinvestigasi,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,operator_2,Produksi,Rini,2026-04-07 13:00:24,2026-04-07 14:36:24
226181d2,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0342,-,-0.041,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,produksi_c,Produksi,Rini,2026-04-07 11:26:24,2026-04-07 11:26:24
d32a2d66,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0343,-,-0.168,Setup / Fixture,Posisi fixture tidak di-verify ulang setelah maintenance,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,operator_2,Produksi,Wahyu,2026-04-07 12:30:24,2026-04-07 13:59:24
8506cb0a,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0344,-,-0.035,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,"Part di-rework, re-measurement setelah proses",Investigated,produksi_b,Produksi,Budi,2026-04-07 11:56:24,2026-04-07 13:42:24
60bcd086,07 Apr 2026|1|4RR|CRCS R|K60|C162|POSISI X,07 Apr 2026,1,4RR,CRCS R,K60,C162,N0344,POSISI X,-0.252,Setup / Fixture,Part tidak rata saat setup — ada celah di datum,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,produksi_c,Produksi,Hendra,2026-04-07 11:50:24,2026-04-07 14:44:24
d151dcf1,07 Apr 2026|1|4RR|CRCS R|K60|C162|POSISI Z,07 Apr 2026,1,4RR,CRCS R,K60,C162,N0344,POSISI Z,-0.255,Tooling,Holder tool longgar saat proses machining,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,operator_1,Produksi,Hendra,2026-04-07 13:52:24,2026-04-07 16:25:24
e039a5f3,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0345,-,0.231,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Material dikembalikan ke gudang untuk inspeksi ulang,Open,produksi_b,Produksi,Rini,2026-04-07 11:11:24,2026-04-07 12:01:24
0c167c0e,07 Apr 2026|1|4RR|CRCS R|K60|D087|SUDUT,07 Apr 2026,1,4RR,CRCS R,K60,D087,N0377,SUDUT,3.089,Operator,Setup belum sesuai SOP yang berlaku,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,operator_1,Produksi,Hendra,2026-04-07 13:35:24,2026-04-07 13:47:24
17011675,07 Apr 2026|1|4RR|CRCS R|K60|C016|SUDUT,07 Apr 2026,1,4RR,CRCS R,K60,C016,N0391,SUDUT,-1.093,Lainnya,Faktor eksternal — sedang diinvestigasi,Operator di-brief ulang terkait SOP setup dan mounting,Open,operator_1,Produksi,,2026-04-07 11:44:24,2026-04-07 13:15:24
e6786c44,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0397,-,-0.328,Operator,Salah membaca program CMM yang aktif,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,operator_1,Produksi,,2026-04-07 12:12:24,2026-04-07 13:14:24
fd520f06,07 Apr 2026|1|4RR|CRCS R|K60|C160|POSISI Z,07 Apr 2026,1,4RR,CRCS R,K60,C160,N0404,POSISI Z,-0.328,Program CMM,Probe approach speed terlalu cepat,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,operator_2,Produksi,,2026-04-07 13:10:24,2026-04-07 15:31:24
91047912,07 Apr 2026|1|4RR|CRCS R|K60|-|-,07 Apr 2026,1,4RR,CRCS R,K60,-,N0414,-,0.031,Lainnya,Faktor eksternal — sedang diinvestigasi,,Investigated,produksi_c,Produksi,Dani,2026-04-07 12:08:24,2026-04-07 14:44:24
029e0062,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0096,-,0.257,Tooling,Coolant tersumbat menyebabkan panas berlebih,,Investigated,produksi_b,Produksi,Rini,2026-04-07 23:08:30,2026-04-08 00:33:30
fae65798,07 Apr 2026|2|4LR|CRCS R|K60|C016|JARAK dari C005,07 Apr 2026,2,4LR,CRCS R,K60,C016,N0104,JARAK dari C005,-0.141,Lainnya,Faktor eksternal — sedang diinvestigasi,,Investigated,produksi_b,Produksi,,2026-04-07 22:04:30,2026-04-07 22:11:30
88aa5157,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0112,-,0.379,Operator,Tidak melakukan verifikasi awal sebelum produksi,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_c,Produksi,Sari,2026-04-07 22:12:30,2026-04-07 22:18:30
a231e240,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0112,-,-0.301,Mesin / Machine,Backlash axis melebihi batas toleransi,"Part di-rework, re-measurement setelah proses",Resolved,produksi_a,Produksi,Dani,2026-04-07 22:59:30,2026-04-08 00:29:30
bf286e22,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0116,-,-0.159,Program CMM,Reference point tidak ter-update setelah perubahan fixture,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,produksi_c,Produksi,,2026-04-07 21:22:30,2026-04-07 21:41:30
b338af16,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0116,-,-0.324,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_a,Produksi,Budi,2026-04-07 23:39:30,2026-04-08 02:09:30
799a60f8,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0123,-,-0.184,Tooling,Tool life habis namun belum diganti,,Resolved,operator_1,Produksi,Rini,2026-04-07 22:11:30,2026-04-07 22:19:30
61a64421,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0123,-,0.211,Operator,Tidak melakukan verifikasi awal sebelum produksi,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,operator_3,Produksi,Dani,2026-04-07 22:01:30,2026-04-07 23:15:30
36815c64,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0124,-,0.272,Material,Dimensi raw material melebihi toleransi,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_c,Produksi,Hendra,2026-04-07 23:48:30,2026-04-08 01:36:30
0c40c1b6,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0128,-,-0.156,Material,Burr pada permukaan part mempengaruhi pengukuran,,Resolved,operator_1,Produksi,Wahyu,2026-04-07 23:53:30,2026-04-08 00:26:30
9b2fec68,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0132,-,0.156,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,,Investigated,produksi_c,Produksi,,2026-04-07 21:03:30,2026-04-07 21:12:30
70251fe5,07 Apr 2026|2|4LR|CRCS R|K60|D072|POSISI Y,07 Apr 2026,2,4LR,CRCS R,K60,D072,N0143,POSISI Y,-0.203,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Preventive maintenance dijadwalkan,Resolved,produksi_a,Produksi,Hendra,2026-04-07 21:20:30,2026-04-07 21:37:30
3476261a,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0147,-,-0.225,Lainnya,Kemungkinan kombinasi beberapa faktor,,Investigated,produksi_a,Produksi,Wahyu,2026-04-07 22:47:30,2026-04-07 23:06:30
648308ca,07 Apr 2026|2|4LR|CRCS R|K60|D074|POSISI X,07 Apr 2026,2,4LR,CRCS R,K60,D074,N0151,POSISI X,0.103,Lainnya,Penyebab masih dalam investigasi lebih lanjut,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,operator_3,Produksi,Rini,2026-04-07 23:20:30,2026-04-07 23:46:30
72e582d7,07 Apr 2026|2|4LR|CRCS R|K60|D074|POSISI Y,07 Apr 2026,2,4LR,CRCS R,K60,D074,N0151,POSISI Y,0.158,Program CMM,Path program menyebabkan probe collision minor,,Investigated,operator_1,Produksi,Andi,2026-04-07 22:10:30,2026-04-07 23:52:30
cc5d7d5f,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0155,-,-0.138,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,operator_2,Produksi,Wahyu,2026-04-07 22:48:30,2026-04-07 23:11:30
cad4aff2,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0159,-,-0.105,Program CMM,Probe approach speed terlalu cepat,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_3,Produksi,Wahyu,2026-04-08 00:04:30,2026-04-08 02:02:30
1211e6af,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0163,-,-0.213,Operator,Salah membaca program CMM yang aktif,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,produksi_a,Produksi,Rini,2026-04-07 21:37:30,2026-04-08 00:14:30
f90dee36,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0163,-,0.13,Tooling,Holder tool longgar saat proses machining,Laporan diteruskan ke supervisor untuk tindak lanjut,Open,produksi_c,Produksi,Budi,2026-04-07 23:33:30,2026-04-08 02:03:30
7acb5b0f,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0167,-,-0.285,Program CMM,Probe approach speed terlalu cepat,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_3,Produksi,Hendra,2026-04-08 00:03:30,2026-04-08 00:45:30
f3a76c75,07 Apr 2026|2|4LR|CRCS R|K60|D021|POSISI Y,07 Apr 2026,2,4LR,CRCS R,K60,D021,N0179,POSISI Y,0.062,Tooling,Insert patah tidak terdeteksi sebelum produksi,Fixture di-check dan di-realign ke posisi nominal,Investigated,operator_1,Produksi,Wahyu,2026-04-08 00:00:30,2026-04-08 00:47:30
62edf429,07 Apr 2026|2|4LR|CRCS R|K60|D014|POSISI X dari D013,07 Apr 2026,2,4LR,CRCS R,K60,D014,N0199,POSISI X dari D013,-0.086,Material,Dimensi raw material melebihi toleransi,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,produksi_b,Produksi,Wahyu,2026-04-07 23:03:30,2026-04-08 01:57:30
deaea074,07 Apr 2026|2|4LR|CRCS R|K60|D070|POSISI X dari D074,07 Apr 2026,2,4LR,CRCS R,K60,D070,N0225,POSISI X dari D074,-0.11,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,produksi_a,Produksi,Hendra,2026-04-07 21:14:30,2026-04-07 22:44:30
48f4ecb0,07 Apr 2026|2|4LR|CRCS R|K60|C161|POSISI X Ø 6.5,07 Apr 2026,2,4LR,CRCS R,K60,C161,N0293,POSISI X Ø 6.5,0.116,Mesin / Machine,Backlash axis melebihi batas toleransi,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_c,Produksi,,2026-04-07 22:18:30,2026-04-08 00:22:30
b0af005e,07 Apr 2026|2|4LR|CRCS R|K60|C161|POSISI X Ø 6.1,07 Apr 2026,2,4LR,CRCS R,K60,C161,N0297,POSISI X Ø 6.1,0.244,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,produksi_c,Produksi,Sari,2026-04-07 22:56:30,2026-04-08 01:04:30
4f089415,07 Apr 2026|2|4LR|CRCS R|K60|C090|POSISI X,07 Apr 2026,2,4LR,CRCS R,K60,C090,N0301,POSISI X,-0.354,Material,Dimensi raw material melebihi toleransi,,Investigated,produksi_b,Produksi,Rini,2026-04-07 21:32:30,2026-04-07 21:32:30
dcedbe98,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0305,-,0.6,Program CMM,Probe approach speed terlalu cepat,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Investigated,produksi_b,Produksi,Hendra,2026-04-08 00:11:30,2026-04-08 03:03:30
6365f8a8,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0342,-,-0.137,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,,Investigated,operator_2,Produksi,Wahyu,2026-04-07 22:31:30,2026-04-07 22:52:30
49ab5f33,07 Apr 2026|2|4LR|CRCS R|K60|C163|POSISI X,07 Apr 2026,2,4LR,CRCS R,K60,C163,N0342,POSISI X,0.215,Operator,Salah membaca program CMM yang aktif,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_b,Produksi,Andi,2026-04-07 22:17:30,2026-04-07 22:41:30
f31d16cd,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0343,-,-0.2,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,produksi_a,Produksi,Sari,2026-04-07 23:52:30,2026-04-08 00:40:30
b03412b7,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0344,-,-0.091,Material,Burr pada permukaan part mempengaruhi pengukuran,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_2,Produksi,Andi,2026-04-07 22:47:30,2026-04-08 00:08:30
03ad1d20,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0346,-,-0.086,Material,Material dari batch berbeda dengan properties berbeda,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,produksi_c,Produksi,Sari,2026-04-08 00:18:30,2026-04-08 02:35:30
17f6418f,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0373,-,0.37,Tooling,Tool life habis namun belum diganti,Fixture di-check dan di-realign ke posisi nominal,Open,operator_2,Produksi,Budi,2026-04-07 22:23:30,2026-04-07 23:50:30
72190f1d,07 Apr 2026|2|4LR|CRCS R|K60|C016|SUDUT,07 Apr 2026,2,4LR,CRCS R,K60,C016,N0391,SUDUT,-1.061,Lainnya,Kemungkinan kombinasi beberapa faktor,Preventive maintenance dijadwalkan,Investigated,produksi_b,Produksi,Wahyu,2026-04-07 23:53:30,2026-04-08 00:12:30
9e544615,07 Apr 2026|2|4LR|CRCS R|K60|-|-,07 Apr 2026,2,4LR,CRCS R,K60,-,N0397,-,-0.243,Material,Material dari batch berbeda dengan properties berbeda,,Investigated,operator_1,Produksi,Rini,2026-04-07 21:28:30,2026-04-07 23:04:30
67aec189,07 Apr 2026|2|4LR|CRCS R|K60|C160|POSISI Z,07 Apr 2026,2,4LR,CRCS R,K60,C160,N0404,POSISI Z,-0.243,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,operator_2,Produksi,Hendra,2026-04-07 21:52:30,2026-04-07 22:16:30
d0ce6a2d,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0096,-,0.259,Material,Material dari batch berbeda dengan properties berbeda,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,operator_3,Produksi,Budi,2026-04-07 23:20:30,2026-04-07 23:30:30
aa6c4c5a,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0112,-,0.389,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,,Resolved,produksi_b,Produksi,Dani,2026-04-07 22:06:30,2026-04-07 23:44:30
85b87962,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0112,-,-0.303,Setup / Fixture,Part tidak rata saat setup — ada celah di datum,Operator di-brief ulang terkait SOP setup dan mounting,Resolved,operator_3,Produksi,Rini,2026-04-07 21:40:30,2026-04-07 22:06:30
985d3485,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0116,-,-0.161,Program CMM,Reference point tidak ter-update setelah perubahan fixture,,Investigated,operator_3,Produksi,Andi,2026-04-07 21:13:30,2026-04-07 23:43:30
1a47f49e,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0116,-,-0.326,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,Koordinasi dengan engineering untuk review toleransi di drawing,Open,produksi_c,Produksi,Andi,2026-04-07 23:00:30,2026-04-07 23:49:30
bb3a79f1,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0123,-,-0.186,Mesin / Machine,Backlash axis melebihi batas toleransi,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,produksi_a,Produksi,Rini,2026-04-07 21:50:30,2026-04-07 22:53:30
0b086f02,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0123,-,0.211,Tooling,Insert patah tidak terdeteksi sebelum produksi,,Investigated,produksi_c,Produksi,Hendra,2026-04-07 21:13:30,2026-04-07 21:29:30
887afb0d,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0124,-,0.273,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_1,Produksi,Andi,2026-04-07 21:02:30,2026-04-07 22:57:30
38e25a05,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0128,-,-0.153,Tooling,Tool wear melebihi batas — perlu penggantian,Fixture di-check dan di-realign ke posisi nominal,Resolved,produksi_c,Produksi,Dani,2026-04-08 00:09:30,2026-04-08 01:53:30
c5122aae,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0132,-,0.157,Tooling,Coolant tersumbat menyebabkan panas berlebih,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Resolved,produksi_b,Produksi,Dani,2026-04-07 22:44:30,2026-04-08 00:34:30
dd764425,07 Apr 2026|2|4RR|CRCS R|K60|-|-,07 Apr 2026,2,4RR,CRCS R,K60,-,N0147,-,-0.225,Material,Dimensi raw material melebihi toleransi,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,operator_3,Produksi,Sari,2026-04-08 00:20:30,2026-04-08 02:42:30
e342c688,07 Apr 2026|2|4RR|CRCS R|K60|D074|POSISI X,07 Apr 2026,2,4RR,CRCS R,K60,D074,N0151,POSISI X,0.104,Program CMM,Reference point tidak ter-update setelah perubahan fixture,"Part di-rework, re-measurement setelah proses",Investigated,produksi_c,Produksi,Rini,2026-04-07 23:37:30,2026-04-08 02:10:30
94ca2bf4,07 Apr 2026|2|4RR|CRCS R|K60|D074|POSISI Y,07 Apr 2026,2,4RR,CRCS R,K60,D074,N0151,POSISI Y,0.162,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,Material dikembalikan ke gudang untuk inspeksi ulang,Open,operator_3,Produksi,Andi,2026-04-07 21:21:30,2026-04-07 23:59:30
